time,open,high,low,close,ATR,EMA,EMA,Hiden bar color (Open),Hiden bar color (High,Hiden bar color (Low),Hiden bar color (Close),EMA,Volume,Volume MA,Previous Cumulative Volume,Previous Day&#039;s Volume,Cumulative Volume,Previous Cumulative Volume Line,Cumulative Volume Ratio
2020-11-10T12:15:00Z,7.16,7.21,7.14,7.2,NaN,NaN,NaN,7.16,7.21,7.14,7.2,7.1701520054467585,2190,1273.2,3132.5,43910,3050,NaN,0
2020-11-10T12:30:00Z,7.19,7.24,7.18,7.22,NaN,NaN,NaN,7.19,7.24,7.18,7.22,7.177820927685719,3250,1318,4678,43910,6300,4678,1
2020-11-10T12:45:00Z,7.22,7.22,7.19,7.21,0.05249777052040455,NaN,NaN,7.22,7.22,7.19,7.21,7.182771554195608,620,1300.3,6851,43910,6920,6851,1
2020-11-10T13:00:00Z,7.21,7.23,7.21,7.22,NaN,NaN,NaN,7.21,7.23,7.21,7.22,7.188499007396284,505,1269.8,8011,43910,7425,NaN,0
2020-11-10T13:15:00Z,7.22,7.22,7.21,7.21,NaN,NaN,NaN,7.22,7.22,7.21,7.21,7.19180685241224,225,1258.4,9827.5,43910,7650,NaN,0
2020-11-10T13:30:00Z,7.21,7.23,7.21,7.23,NaN,NaN,NaN,7.21,7.23,7.21,7.23,7.197682721271896,1450,1257,11308,43910,9100,NaN,0
2020-11-10T13:45:00Z,7.24,7.24,7.23,7.23,0.04840726678942195,NaN,NaN,7.24,7.24,7.23,7.23,7.202654610306989,365,1245.3,13018.5,43910,9465,NaN,0
2020-11-10T14:00:00Z,7.24,7.24,7.22,7.22,NaN,NaN,NaN,7.24,7.24,7.22,7.22,7.205323131798221,695,1229,13975.3,43910,10160,NaN,0
2020-11-10T14:15:00Z,7.22,7.24,7.22,7.23,NaN,NaN,NaN,7.22,7.24,7.22,7.23,7.2091195730600335,1460,1244.2,16521.8,43910,11620,NaN,0
2020-11-10T14:30:00Z,7.23,7.23,7.21,7.21,NaN,NaN,NaN,7.23,7.23,7.21,7.21,7.20925502335849,680,1207.4,18898.3,43910,12300,NaN,0
2020-11-10T14:45:00Z,7.22,7.22,7.21,7.22,0.045060491009527096,NaN,NaN,7.22,7.22,7.21,7.22,7.210908096687953,430,1181.7,21333.8,43910,12730,NaN,0
2020-11-10T15:00:00Z,7.22,7.22,7.21,7.22,NaN,NaN,NaN,7.22,7.22,7.21,7.22,7.212306851043652,1340,1183.4,23362.8,43910,14070,NaN,0
2020-11-10T15:15:00Z,7.23,7.23,7.22,7.22,NaN,NaN,NaN,7.23,7.23,7.22,7.22,7.213490412421552,660,1185.6,25241.8,43910,14730,NaN,0
