time,open,high,low,close,ATR,EMA,EMA,Hiden bar color (Open),Hiden bar color (High,Hiden bar color (Low),Hiden bar color (Close),EMA,Volume,Volume MA,Previous Cumulative Volume,Previous Day&#039;s Volume,Cumulative Volume,Previous Cumulative Volume Line,Cumulative Volume Ratio
2021-02-01T18:45:00Z,4.865,4.88,4.865,4.88,0.0474253635801886,NaN,NaN,4.865,4.88,4.865,4.88,4.880070403509376,2920,9060.8,357756.5,302365,262490,NaN,0
2021-02-01T19:15:00Z,4.89,4.89,4.89,4.89,NaN,NaN,NaN,4.89,4.89,4.89,4.89,4.881598033738703,13970,9295.6,377608.5,302365,276460,NaN,0
2021-02-01T19:45:00Z,4.88,4.88,4.87,4.87,0.042438933838336045,NaN,NaN,4.88,4.88,4.87,4.87,4.879813720855825,8865,9285.8,388954,302365,285325,NaN,0
2021-02-01T20:00:00Z,4.87,4.87,4.865,4.87,NaN,NaN,NaN,4.87,4.87,4.865,4.87,4.878303917647237,7900,9304.7,396767,302365,293225,NaN,0
2021-02-01T20:15:00Z,4.87,4.875,4.865,4.865,NaN,NaN,NaN,4.87,4.875,4.865,4.865,4.876257161086124,2087,9294.04,405264.5,302365,295312,NaN,0
2021-02-01T20:30:00Z,4.865,4.87,4.86,4.865,NaN,NaN,NaN,4.865,4.87,4.86,4.865,4.874525290149797,4155,9255.74,411287,302365,299467,NaN,0
2021-02-01T20:45:00Z,4.865,4.875,4.855,4.86,0.03835912768591123,NaN,NaN,4.865,4.875,4.855,4.86,4.872290630126751,8885,9361.04,417030.5,302365,308352,NaN,0
2021-02-02T12:00:00Z,4.835,4.865,4.815,4.855,NaN,4.944629820593593,4.855524134151338,4.835,4.865,4.815,4.855,4.869630533184174,22170,9763.14,23642,308352,22170,NaN,0
2021-02-02T12:15:00Z,4.855,4.88,4.855,4.865,NaN,NaN,NaN,4.855,4.88,4.855,4.865,4.868918143463532,13680,10000.74,37946.5,308352,35850,NaN,0
2021-02-02T12:30:00Z,4.87,4.88,4.865,4.875,NaN,NaN,NaN,4.87,4.88,4.865,4.875,4.869853813699911,5255,10035.34,52612.5,308352,41105,NaN,0
2021-02-02T12:45:00Z,4.875,4.895,4.87,4.88,0.04593019537938177,NaN,NaN,4.875,4.895,4.87,4.88,4.871414765438386,6725,9951.64,68251.5,308352,47830,NaN,0
2021-02-02T13:00:00Z,4.88,4.88,4.855,4.855,NaN,NaN,NaN,4.88,4.88,4.855,4.855,4.868889416909404,4265,9994.94,81315,308352,52095,NaN,0
2021-02-02T13:15:00Z,4.855,4.88,4.855,4.87,NaN,NaN,NaN,4.855,4.88,4.855,4.87,4.869060275846419,11780,9935.94,92348.5,308352,63875,NaN,0
2021-02-02T13:30:00Z,4.87,4.88,4.865,4.865,NaN,NaN,NaN,4.87,4.88,4.865,4.865,4.868435618023893,6345,9913.84,111118.5,308352,70220,NaN,0
2021-02-02T13:45:00Z,4.865,4.87,4.86,4.86,0.04212470531040317,NaN,NaN,4.865,4.87,4.86,4.86,4.867137830635602,10340,9592.14,124893.5,308352,80560,NaN,0
2021-02-02T14:00:00Z,4.86,4.86,4.835,4.845,NaN,NaN,NaN,4.86,4.86,4.835,4.845,4.863732010537817,12365,9598.94,137414.5,308352,92925,NaN,0
2021-02-02T14:15:00Z,4.85,4.85,4.825,4.825,NaN,NaN,NaN,4.85,4.85,4.825,4.825,4.857773239685844,15475,9549.54,148221.5,308352,108400,NaN,0
2021-02-02T14:30:00Z,4.825,4.835,4.825,4.825,NaN,NaN,NaN,4.825,4.835,4.825,4.825,4.852731202811099,19170,9511.84,160718.5,308352,127570,NaN,0
2021-02-02T14:45:00Z,4.825,4.845,4.825,4.84,0.04082930434487535,NaN,NaN,4.825,4.845,4.825,4.84,4.850772556224776,14490,9458.24,179638.5,308352,142060,NaN,0
2021-02-02T15:00:00Z,4.84,4.85,4.835,4.845,NaN,NaN,NaN,4.84,4.85,4.835,4.845,4.849884470651733,16105,9542.04,194181.5,308352,158165,NaN,0
2021-02-02T15:15:00Z,4.84,4.845,4.84,4.84,NaN,NaN,NaN,4.84,4.845,4.84,4.84,4.848363782859159,2535,9536.94,206691,308352,160700,NaN,0
2021-02-02T15:30:00Z,4.84,4.845,4.84,4.84,NaN,NaN,NaN,4.84,4.845,4.84,4.84,4.847077047034673,4660,9581.04,218290,308352,165360,NaN,0
2021-02-02T15:45:00Z,4.84,4.84,4.835,4.84,0.03613306719126159,NaN,NaN,4.84,4.84,4.835,4.84,4.8459882705678,2815,9530.54,226653.5,308352,168175,NaN,0
2021-02-02T16:00:00Z,4.84,4.84,4.825,4.825,NaN,NaN,NaN,4.84,4.84,4.825,4.825,4.842759305865062,8875,9229.04,233612,308352,177050,NaN,0
2021-02-02T16:15:00Z,4.825,4.83,4.82,4.82,NaN,NaN,NaN,4.825,4.83,4.82,4.82,4.839257874193514,6185,9026.74,239984,308352,183235,NaN,0
2021-02-02T16:30:00Z,4.82,4.835,4.82,4.83,NaN,NaN,NaN,4.82,4.835,4.82,4.83,4.837833585856051,5325,8934.44,255362.5,308352,188560,NaN,0
2021-02-02T16:45:00Z,4.83,4.84,4.825,4.825,0.03319978224739577,NaN,NaN,4.83,4.84,4.825,4.825,4.8358591880320425,7470,8912.14,263067,308352,196030,NaN,0
2021-02-02T17:00:00Z,4.825,4.83,4.82,4.82,NaN,NaN,NaN,4.825,4.83,4.82,4.82,4.8334193129501895,5135,8754.24,268784.5,308352,201165,NaN,0
2021-02-02T17:15:00Z,4.82,4.835,4.82,4.825,NaN,NaN,NaN,4.82,4.835,4.82,4.825,4.832124034034775,15390,8959.04,277781,308352,216555,NaN,0
2021-02-02T17:30:00Z,4.825,4.825,4.75,4.815,NaN,NaN,NaN,4.825,4.825,4.75,4.815,4.829489567260195,62115,10078.84,283845.5,308352,278670,NaN,0
2021-02-02T17:45:00Z,4.815,4.825,4.815,4.815,0.04261800365696017,NaN,NaN,4.815,4.825,4.815,4.815,4.827260403066319,17635,10337.54,294791,308352,296305,294791,1
2021-02-02T18:00:00Z,4.815,4.825,4.815,4.82,NaN,NaN,NaN,4.815,4.825,4.815,4.82,4.826143417979193,15820,10546.24,309731,308352,312125,309731,1
2021-02-02T18:15:00Z,4.82,4.83,4.815,4.825,NaN,NaN,NaN,4.82,4.83,4.815,4.825,4.825967507520855,2515,10512.94,321454,308352,314640,NaN,0
